Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
204,Luke Kornet,29,BOS,C,73,16,1361,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7,0.246,1.6,1.7,3.3,1.8,,kornelu01
205,Trey Lyles,29,SAC,PF,69,5,1349,12.3,0.551,0.636,0.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4,,lylestr01
206,Jake LaRavia,23,2TM,PF,66,0,1349,12.6,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8,,laravja01
206,Jake LaRavia,23,MEM,PF,47,0,982,13.5,0.605,0.373,0.398,7.3,14.7,11.1,16.7,2.1,1.9,19.6,14.5,1.2,1.2,2.4,0.119,-0.2,1.5,1.3,0.8,,laravja01
206,Jake LaRavia,23,SAC,PF,19,0,367,10.2,0.551,0.542,0.198,7,9.5,8.2,8.8,2.4,0.8,14,14.2,0.2,0.3,0.5,0.063,-2.5,-0.2,-2.7,-0.1,,laravja01
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,11.1,0.559,0.587,0.134,2,11.2,6.6,15.2,1.5,0.8,12.4,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2,0,,bogdabo01
207,Bogdan Bogdanović,32,ATL,SG,24,0,598,7.6,0.502,0.652,0.152,2.1,10.1,6,10.8,1.6,0.9,13.4,18.9,-0.4,0.4,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4,,bogdabo01
207,Bogdan Bogdanović,32,LAC,SG,30,4,750,14,0.608,0.534,0.119,1.8,12.1,7,18.7,1.4,0.7,11.6,18.6,1.1,0.9,2,0.128,0.1,0.1,0.2,0.4,,bogdabo01
208,Justin Champagnie,23,WAS,SF,62,31,1340,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,,champju01
209,Paul George,34,PHI,PF,41,41,1334,14.5,0.543,0.47,0.17,2,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1,0.036,-0.5,0.1,-0.4,0.5,,georgpa01
210,Ausar Thompson,22,DET,SF,59,48,1328,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2,,thompau01
211,Donovan Clingan,20,POR,C,67,37,1324,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4,0.144,-1.7,1.4,-0.3,0.6,,clingdo01
212,Jordan Hawkins,22,NOP,SG,56,9,1321,9.6,0.504,0.597,0.176,2,11.2,6.5,7.3,1.1,1.7,8.8,21,-0.7,0.1,-0.5,-0.02,-2.4,-3,-5.4,-1.2,,hawkijo01
213,Tyrese Martin,25,BRK,SG,60,11,1315,10.9,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2,,martity01
214,Mason Plumlee,34,PHO,C,74,21,1300,14.8,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,2.4,1.3,3.7,0.136,-1.5,1,-0.6,0.5,,plumlma01
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,11.9,0.496,0.197,0.23,8.9,17.3,13,15.3,2.1,2.5,15.1,15,0.3,1.6,1.9,0.071,-2.9,1,-1.9,0,,mogbojo01
216,Jalen Johnson,23,ATL,SF,36,36,1284,17.3,0.569,0.26,0.232,5.2,26,15.3,20.5,2,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2,,johnsja05
217,Max Strus,28,CLE,SF,50,37,1273,12.6,0.607,0.786,0.091,4.6,13.6,9.2,15.6,1,0.9,12.2,14.7,2.2,1.3,3.4,0.13,1.1,0.2,1.3,1.1,,strusma01
218,Johnny Juzang,23,UTA,SG,64,18,1270,11.8,0.573,0.661,0.112,3.6,12,7.8,7.9,1.5,0.6,6.7,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,,juzanjo01
219,Ron Holland,19,DET,SF,81,2,1266,11.1,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3,-0.3,,hollaro01
220,Javonte Green,31,2TM,SG,68,19,1258,10.7,0.541,0.491,0.265,5,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,,greenja02
220,Javonte Green,31,NOP,SG,50,18,1092,10.8,0.569,0.482,0.295,4.7,13.1,8.8,5.5,2.4,2.6,10,10.9,0.8,0.6,1.4,0.063,-2.5,0.3,-2.2,0,,greenja02
220,Javonte Green,31,CLE,SG,18,1,166,10.2,0.438,0.524,0.159,6.7,19,13.1,8.4,2.9,0.5,5.6,18.2,-0.1,0.3,0.2,0.063,-4.4,1.3,-3.1,0,,greenja02
221,Nick Richards,27,2TM,C,57,43,1256,16.6,0.634,0.006,0.461,13.1,27.5,20.4,5.9,0.5,4.2,16.3,17.3,1.8,1.2,3,0.114,-2,-1.3,-3.3,-0.4,,richani01
221,Nick Richards,27,CHO,C,21,9,440,17.2,0.614,0.009,0.763,12.1,26.5,19.1,9.8,0.8,5.8,17.8,17.9,0.5,0.5,1.1,0.117,-2.3,0.2,-2,0,,richani01
221,Nick Richards,27,PHO,C,36,34,816,16.3,0.645,0.004,0.313,13.6,28.1,21.1,3.8,0.4,3.3,15.3,17,1.3,0.6,1.9,0.112,-1.9,-2.1,-3.9,-0.4,,richani01
222,Dean Wade,28,CLE,PF,59,30,1252,10.1,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,1.3,1.7,3,0.113,-1,1.2,0.3,0.7,,wadede01
223,Ricky Council IV,23,PHI,SF,73,12,1250,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1,8.9,20.3,0.1,0.5,0.6,0.023,-2,-2.3,-4.3,-0.7,,councri01
224,Tidjane Salaün,19,CHO,PF,60,10,1244,7.7,0.457,0.594,0.272,5.9,18.4,12,8.5,1.1,1.1,13.1,15.2,-0.9,0.9,0,0.002,-4.3,-0.8,-5.2,-1,,salauti01
225,Bobby Portis,29,MIL,PF,49,7,1244,17.7,0.542,0.299,0.123,8.2,27,18,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,,portibo01
226,Moussa Diabaté,23,CHO,C,71,8,1241,16.5,0.609,0.021,0.414,15.7,22,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0,,diabamo01
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,12.9,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2,,robinje02
228,Simone Fontecchio,29,DET,SF,75,0,1237,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,,fontesi01
229,Cole Anthony,24,ORL,PG,67,22,1234,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0,2,2,0.078,-0.8,0.9,0.1,0.7,,anthoco01
230,Ben Sheppard,23,IND,SG,63,9,1229,9.2,0.555,0.693,0.094,4,12,8,8.6,1.5,1,6.9,11.3,1,1,2.1,0.081,-2.2,0.2,-2,0,,sheppbe01
231,Daniel Gafford,26,DAL,C,57,31,1226,24.7,0.716,0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8,,gaffoda01
232,John Collins,27,UTA,PF,40,31,1220,19,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1,0.9,,collijo01
233,Caleb Martin,29,2TM,SF,45,24,1218,9.6,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4,,martica02
233,Caleb Martin,29,PHI,SF,31,24,943,10.1,0.531,0.375,0.319,5,11.6,8.2,10.2,1.8,2.1,14,14.2,0.1,0.5,0.6,0.03,-2.3,-0.2,-2.5,-0.1,,martica02
233,Caleb Martin,29,DAL,SF,14,0,275,8,0.454,0.222,0.333,4,12,8.1,12.3,2.1,0.9,13.6,14.9,-0.2,0.2,0,0.008,-5,-0.3,-5.3,-0.2,,martica02
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,22.3,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.3,2,5.3,0.212,3.5,1.2,4.7,2.1,,porzikr01
235,Brandon Clarke,28,MEM,PF,64,18,1207,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0,0.8,0.8,0.9,,clarkbr01
236,Deandre Ayton,26,POR,C,40,40,1206,17.7,0.583,0.068,0.128,10.9,26,18.2,8.5,1.2,2.9,12.2,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,,aytonde01
237,Jarace Walker,21,IND,PF,75,5,1187,11.9,0.59,0.514,0.192,2.4,19,10.8,12.2,2.2,1.9,16.7,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,,walkeja02
238,Kawhi Leonard,33,LAC,SF,37,37,1180,20.5,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,1.5,1.9,3.5,0.141,2.5,0.6,3.1,1.5,,leonaka01
239,Clint Capela,30,ATL,C,55,41,1176,17.7,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1,0.3,,capelca01
240,Cody Martin,29,2TM,SF,53,8,1173,11.3,0.509,0.465,0.188,4.8,15.9,10.3,13,2.4,2.7,12.7,14.7,0.1,1.2,1.3,0.054,-2.8,1.1,-1.7,0.1,,martico01
240,Cody Martin,29,CHO,SF,39,8,967,11.7,0.528,0.463,0.183,4.3,15.3,9.7,13.6,2.2,2.6,12.7,14.6,0.3,1,1.3,0.063,-2.3,1.1,-1.2,0.2,,martico01
240,Cody Martin,29,PHO,SF,14,0,206,9.5,0.417,0.474,0.211,7.2,18.5,13,10.3,3.1,2.7,12.6,15.3,-0.2,0.2,0,0.01,-4.9,0.9,-4,-0.1,,martico01
241,Mark Williams,23,CHO,C,44,41,1171,23.9,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12,21.4,3.1,1.6,4.7,0.195,2.5,0.9,3.5,1.6,,willima07
242,Precious Achiuwa,25,NYK,C,57,10,1170,13.6,0.53,0.11,0.211,10,21,15.5,6.2,2,3.3,11.2,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0,,achiupr01
243,Nikola Jović,21,MIA,PF,46,10,1156,13.8,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,,jovicni01
244,Justin Edwards,21,PHI,SF,44,26,1155,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,,edwarju01
245,Vít Krejčí,24,ATL,PG,57,16,1153,12.7,0.661,0.705,0.154,2,13.1,7.4,16.5,1.5,2.1,13.8,12.9,1.8,0.8,2.6,0.11,0,0.7,0.7,0.8,,krejcvi01
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,15.7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,,kuminjo01
247,Kevon Looney,28,GSW,C,76,6,1142,17,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2,3.1,10.8,13.3,2.2,2.1,4.3,0.182,-1,1.3,0.3,0.7,,looneke01
248,Kenrich Williams,30,OKC,PF,69,7,1132,13.7,0.587,0.483,0.11,6.3,16.3,11.4,11,1.8,0.9,9.5,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7,,willike04
249,Julian Phillips,21,CHI,SF,79,5,1123,10.2,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,1,0.8,1.9,0.08,-2.6,-0.4,-3,-0.3,,phillju01
250,Aaron Nesmith,25,IND,SF,45,37,1122,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1,2.9,0.126,0,-0.5,-0.5,0.4,,nesmiaa01
251,Dalano Banton,25,POR,PG,67,7,1120,12.9,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3,,bantoda01
252,Ben Simmons,28,2TM,PG,51,24,1120,12.4,0.539,0,0.148,4.6,20.3,12.2,37,1.7,2,30,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4,,simmobe01
252,Ben Simmons,28,BRK,PG,33,24,825,12.6,0.562,0,0.153,3.9,20.5,11.8,41.6,1.6,1.9,32.7,14.3,0.3,0.9,1.1,0.065,-2.4,1.4,-1,0.2,,simmobe01
252,Ben Simmons,28,LAC,PG,18,0,295,11.9,0.464,0,0.132,6.6,19.7,13.2,24.3,2,2.4,20,10.4,0.2,0.5,0.7,0.116,-1.9,2.7,0.9,0.2,,simmobe01
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3,-0.3,,walteja01
254,Jaxson Hayes,24,LAL,C,56,35,1093,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,,hayesja02
255,Cameron Payne,30,NYK,PG,72,5,1090,13.8,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10,20.8,1.3,1,2.3,0.099,-0.1,-0.2,-0.2,0.5,,payneca01
256,Jonathan Isaac,27,ORL,PF,71,1,1090,16.6,0.512,0.466,0.33,12,21.5,16.5,5.5,2.8,7,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,,isaacjo01
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,7.9,0.518,0.564,0.103,3.6,10,6.7,7.2,1.2,2.3,10.3,13.5,0,0.6,0.6,0.027,-4,-0.7,-4.7,-0.7,,jeffrda01
258,Jusuf Nurkić,30,2TM,C,51,32,1063,15.2,0.555,0.298,0.364,8.8,32,20.5,16.8,1.9,3.1,19.2,20.6,0,1.5,1.5,0.066,-2.2,0.9,-1.3,0.2,,nurkiju01
258,Jusuf Nurkić,30,PHO,C,25,23,592,12.6,0.556,0.362,0.423,8.9,33.6,21.6,10.9,1.9,2.5,22.8,18.7,-0.3,0.8,0.5,0.039,-3.9,0.5,-3.4,-0.2,,nurkiju01
258,Jusuf Nurkić,30,CHO,C,26,9,471,18.4,0.554,0.243,0.312,8.6,30,19.1,24.2,1.8,3.8,15.7,23,0.3,0.7,1,0.099,-0.1,1.4,1.2,0.4,,nurkiju01
259,Seth Curry,34,CHO,SG,68,14,1062,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,,curryse01
260,Cody Williams,20,UTA,SG,50,21,1060,3.7,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1,1.4,13.8,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,,willico04
261,Isaac Okoro,24,CLE,SG,55,22,1053,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8,1.5,1.4,7.4,12.5,1.5,1,2.5,0.115,-1.1,0.6,-0.5,0.4,,okorois01
262,Oso Ighodaro,22,PHO,PF,61,6,1045,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,,ighodos01
263,Jared Butler,24,2TM,SG,60,17,1044,15.6,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2,1.2,14,23.6,1,0.4,1.4,0.063,0.5,-1.5,-1,0.3,,butleja02
263,Jared Butler,24,WAS,PG,32,0,362,17.7,0.562,0.233,0.256,4,7.8,5.9,38.8,1.6,1.2,12.9,26.1,0.5,0.1,0.6,0.079,2.2,-1.2,1,0.3,,butleja02
263,Jared Butler,24,PHI,SG,28,17,682,14.5,0.54,0.462,0.166,1.8,10,5.7,31.2,2.2,1.2,14.6,22.2,0.4,0.3,0.8,0.055,-0.4,-1.7,-2.1,0,,butleja02
264,Jamison Battle,23,TOR,SF,59,10,1042,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1,,battlja01
265,Noah Clowney,20,BRK,PF,46,20,1042,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2,10.2,19,-0.3,0.8,0.5,0.023,-3.1,-1,-4.1,-0.5,,clownno01
266,Alex Caruso,30,OKC,SG,54,3,1041,15.9,0.568,0.541,0.162,4,12.2,8.2,16.6,4,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4,1.6,6MOY-8,carusal01
267,Kris Murray,24,POR,SF,69,6,1040,9.1,0.472,0.43,0.204,7.7,11.3,9.5,9,1.6,1.5,12.4,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3,-0.3,,murrakr01
268,Dejounte Murray,28,NOP,PG,31,31,1012,15.4,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3,1.1,16.2,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1,,murrade01
269,Jalen Suggs,23,ORL,PG,35,35,1002,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6,,suggsja01
270,Kyle Anderson,31,2TM,PF,61,4,1002,15.1,0.538,0.231,0.215,5.7,16.8,11.2,20.7,2,3.1,10,15.9,1.3,1.5,2.8,0.135,-0.6,2.2,1.5,0.9,,anderky01
270,Kyle Anderson,31,GSW,PF,36,3,541,14.8,0.522,0.308,0.16,5.2,17,10.9,21.2,2.3,3.5,10,15.7,0.6,0.9,1.5,0.132,-0.3,2.6,2.3,0.6,,anderky01
270,Kyle Anderson,31,MIA,SF,25,1,461,15.3,0.557,0.134,0.284,6.3,16.6,11.5,20.1,1.5,2.7,10.1,16.1,0.7,0.6,1.3,0.139,-1,1.7,0.6,0.3,,anderky01
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,12.7,0.535,0.367,0.223,3,11.9,7.3,13.7,2.6,0.9,11.1,20,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,,bostobr01
272,Dalen Terry,22,CHI,SG,73,5,987,9.6,0.546,0.388,0.257,4.1,9,6.6,12.7,2.1,1.3,15.1,14.9,0.2,0.8,1.1,0.052,-4,0.2,-3.8,-0.5,,terryda01
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1,1.2,0.059,-3.6,0.2,-3.4,-0.3,,jacksan01
274,Zach Collins,27,2TM,PF,64,12,977,16,0.605,0.351,0.258,11.1,19.9,15.6,15.6,1.4,2.6,15.1,17.1,1.7,1,2.7,0.132,-0.8,0.8,0,0.5,,colliza01
274,Zach Collins,27,SAS,C,36,4,425,14.4,0.566,0.348,0.265,9.6,15.9,12.7,16.9,1.6,3.2,13.5,17.1,0.6,0.4,1,0.11,-1.6,1.5,-0.1,0.2,,colliza01
274,Zach Collins,27,CHI,PF,28,8,552,17.2,0.635,0.353,0.253,12.4,23,17.8,14.6,1.3,2.2,16.4,17.1,1.1,0.6,1.7,0.149,-0.1,0.2,0.1,0.3,,colliza01
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8,,jackstr02
276,Thomas Bryant,27,2TM,C,66,8,963,17.2,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,1.8,1.2,3.1,0.152,0.7,0,0.6,0.6,,bryanth01
276,Thomas Bryant,27,MIA,C,10,0,115,15.8,0.624,0.607,0.393,5.8,24.8,15.4,4.8,0.4,7.5,5.7,13.4,0.2,0.2,0.4,0.171,-1.1,1.1,0,0.1,,bryanth01
276,Thomas Bryant,27,IND,C,56,8,848,17.4,0.613,0.447,0.181,10.2,18.5,14.4,8,1.5,3.4,8.1,17.6,1.6,1,2.6,0.15,0.9,-0.2,0.7,0.6,,bryanth01
277,Jalen Smith,24,CHI,C,64,2,962,18.7,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4,7.6,21,1.7,1.3,2.9,0.146,1.5,-0.6,0.9,0.7,,smithja04
278,Jordan Clarkson,32,UTA,SG,37,9,962,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,,clarkjo01
279,Gary Payton II,32,GSW,SG,62,11,927,16.2,0.635,0.319,0.128,6,15.8,10.7,13.5,2.7,1.7,11,16.1,1.5,1.5,3,0.155,-0.5,2,1.4,0.8,,paytoga02
280,Brandon Miller,22,CHO,SF,27,27,924,14,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0,0.4,,millebr02
281,Bruce Brown,28,2TM,PG,41,12,922,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,,brownbr01
281,Bruce Brown,28,TOR,PG,18,0,353,12.3,0.525,0.275,0.221,5,15.9,10.3,11.3,2.3,0.8,11.7,19.3,0,0.4,0.4,0.06,-2.7,0.2,-2.5,0,,brownbr01
281,Bruce Brown,28,NOP,PG,23,12,569,10.1,0.488,0.253,0.202,4.2,14.3,9.1,13.8,1.4,1.2,9.4,15.9,0.1,0.2,0.2,0.02,-3.4,-1.2,-4.6,-0.4,,brownbr01
282,Immanuel Quickley,25,TOR,PG,33,33,918,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1,2.2,1,,quickim01
283,Trendon Watford,24,BRK,PF,44,6,913,13,0.557,0.251,0.349,4.4,16,9.9,21,1.5,1.3,17.1,23.3,0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,,watfotr01
284,KJ Martin,24,2TM,PF,43,16,912,10.2,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,,martike04
284,KJ Martin,24,PHI,PF,24,7,480,12.3,0.689,0.212,0.293,4.8,12.5,8.5,5.7,1.1,3.3,9.7,11.2,0.9,0.2,1.1,0.107,-2.1,0.3,-1.7,0,,martike04
284,KJ Martin,24,UTA,SF,19,9,432,7.9,0.546,0.363,0.176,2.3,10.9,6.6,9.3,0.7,1.3,9.8,11.8,0.2,0,0.2,0.024,-4.6,-1.1,-5.6,-0.4,,martike04
285,Day'Ron Sharpe,23,BRK,C,50,2,908,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0,0.9,0.9,0.7,,sharpda01
286,Jaden Hardy,22,DAL,SG,57,3,907,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,,hardyja02
287,Adem Bona,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,,bonaad01
288,Tre Jones,25,2TM,PG,46,9,905,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1,1.5,0.8,,jonestr01
288,Tre Jones,25,SAS,PG,28,0,450,13.8,0.572,0.28,0.355,3.6,10.3,6.9,30.1,1.9,1,16.3,12.2,0.9,0.3,1.1,0.118,-1.2,1.1,-0.1,0.2,,jonestr01
288,Tre Jones,25,CHI,PG,18,9,455,18.8,0.647,0.152,0.234,3.8,9.5,6.7,27.1,1.9,1,8,16,1.5,0.4,1.8,0.191,2.1,1,3.1,0.6,,jonestr01
289,Jaden Ivey,22,DET,SG,30,30,898,14.7,0.569,0.373,0.281,5,10.3,7.6,19.7,1.5,1.2,16.1,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,,iveyja01
290,Kelly Olynyk,33,2TM,C,44,22,891,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,1,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,,olynyke01
290,Kelly Olynyk,33,TOR,C,24,2,383,14.9,0.624,0.364,0.364,6.8,18.4,12.5,20.7,2,2,20.4,18.8,0.4,0.5,0.9,0.112,-0.7,0.9,0.2,0.2,,olynyke01
290,Kelly Olynyk,33,NOP,C,20,20,508,14.8,0.596,0.24,0.433,7.6,17.5,12.4,20.4,1.6,2.1,18.7,18.2,0.6,0.3,0.8,0.077,-1.4,0,-1.4,0.1,,olynyke01
291,Chet Holmgren,22,OKC,C,32,32,877,19.2,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,1.1,2,3.2,0.173,0.5,1.9,2.4,1,,holmgch01
292,Neemias Queta,25,BOS,C,62,6,863,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1,-0.7,0.3,,quetane01
293,Alec Burks,33,MIA,SG,49,14,863,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9,16.5,0.9,0.9,1.8,0.1,0,0.3,0.3,0.5,,burksal01
294,Chris Boucher,32,TOR,PF,50,0,862,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1,2.7,0.148,2.9,-0.6,2.3,0.9,,bouchch01
295,Zion Williamson,24,NOP,PF,30,30,857,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1,7,1.9,,willizi01
